,name,st_size,st_mode,st_ino,st_dev,st_nlink,st_uid,st_gid,st_atime,st_mtime,st_ctime
25878,Guys named todd.mp3,2892207,33206,1511095,4172478725,1,0,0,2023-03-27 20:37:24.296733,2007-02-24 15:17:24.000000,2019-05-16 16:27:43.230032
25879,Hands-free telephone headsets.mp3,1222892,33206,1511087,4172478725,1,0,0,2023-03-27 20:37:23.168751,2007-02-24 15:17:02.000000,2019-05-16 16:27:43.226032
25880,Motivation seminars.mp3,2083041,33206,1511082,4172478725,1,0,0,2023-03-27 20:37:22.474762,2007-02-24 15:16:46.000000,2019-05-16 16:27:43.222032
25881,Music on answering machines.mp3,3186463,33206,1511090,4172478725,1,0,0,2023-03-27 20:37:23.709742,2007-02-24 15:17:10.000000,2019-05-16 16:27:43.227032
25882,Nasa-holes.mp3,2950717,33206,1511098,4172478725,1,0,0,2023-03-27 20:37:24.742725,2007-02-24 15:17:34.000000,2019-05-16 16:27:43.232032
25883,P4csjh~d.mp3,2441675,33206,1511081,4172478725,1,0,0,2023-03-27 20:37:22.327765,2007-02-24 15:16:44.000000,2019-05-16 16:27:43.222032
25884,Parents of honor students.mp3,4350894,33206,1511083,4172478725,1,0,0,2023-03-27 20:37:22.552761,2007-02-24 15:16:48.000000,2019-05-16 16:27:43.223032
25885,People who misuse credit cards.mp3,1659243,33206,1511094,4172478725,1,0,0,2023-03-27 20:37:24.172735,2007-02-24 15:17:20.000000,2019-05-16 16:27:43.229032
25886,People who wear visors.mp3,1257158,33206,1511091,4172478725,1,0,0,2023-03-27 20:37:23.822740,2007-02-24 15:17:14.000000,2019-05-16 16:27:43.228032
25887,Rich guys in hot air balloons.mp3,1976891,33206,1511093,4172478725,1,0,0,2023-03-27 20:37:24.062737,2007-02-24 15:17:18.000000,2019-05-16 16:27:43.229032
25888,Singers with one name.mp3,1317343,33206,1511092,4172478725,1,0,0,2023-03-27 20:37:23.914739,2007-02-24 15:17:16.000000,2019-05-16 16:27:43.228032
25889,Telephone mimes.mp3,2230995,33206,1511086,4172478725,1,0,0,2023-03-27 20:37:23.012754,2007-02-24 15:17:00.000000,2019-05-16 16:27:43.225032
25890,The opening.mp3,17987216,33206,1511078,4172478725,1,0,0,2023-03-27 20:37:21.952771,2007-02-24 15:16:30.000000,2019-05-16 16:27:43.219032
25891,Traffic accidents-keep movin’!.mp3,12052247,33206,1511079,4172478725,1,0,0,2023-03-27 20:37:22.107768,2007-02-24 15:16:38.000000,2019-05-16 16:27:43.220032
25892,White guys who shave their heads.mp3,1561442,33206,1511097,4172478725,1,0,0,2023-03-27 20:37:24.564728,2007-02-24 15:17:30.000000,2019-05-16 16:27:43.231032
25893,Why we don't need 10 commandments.mp3,13917989,33206,1511099,4172478725,1,0,0,2023-03-27 20:37:24.885723,2007-02-24 15:17:36.000000,2019-05-16 16:27:43.232032
25894,You & me (things that come off of your body).mp3,20433146,33206,1511080,4172478725,1,0,0,2023-03-27 20:37:22.201767,2007-02-24 15:16:40.000000,2019-05-16 16:27:43.221032
25895,_puwcw~1.mp3,1648355,33206,1511085,4172478725,1,0,0,2023-03-27 20:37:22.885756,2007-02-24 15:16:58.000000,2019-05-16 16:27:43.224032
25896,Birth control.mp3,9934799,33206,1511105,4172478725,1,0,0,2023-03-27 20:37:25.549712,2008-03-17 18:59:16.000000,2019-05-16 16:27:43.236032
25897,Divorce game.mp3,8642468,33206,1511107,4172478725,1,0,0,2023-03-27 20:37:25.930706,2008-03-17 18:59:18.000000,2019-05-16 16:27:43.237032
25898,Drugs.mp3,8450200,33206,1511104,4172478725,1,0,0,2023-03-27 20:37:25.439714,2008-03-17 18:59:28.000000,2019-05-16 16:27:43.235032
25899,Ed sullivan self taught.mp3,6616213,33206,1511108,4172478725,1,0,0,2023-03-27 20:37:26.172702,2008-03-17 18:59:20.000000,2019-05-16 16:27:43.239032
25900,Let's make a deal.mp3,9235975,33206,1511109,4172478725,1,0,0,2023-03-27 20:37:26.321700,2008-03-17 18:59:22.000000,2019-05-16 16:27:43.239032
25901,Sex in commercials.mp3,10266663,33206,1511103,4172478725,1,0,0,2023-03-27 20:37:25.295716,2008-03-17 18:59:30.000000,2019-05-16 16:27:43.235032
25902,Shoot.mp3,11365883,33206,1511101,4172478725,1,0,0,2023-03-27 20:37:25.016721,2008-03-17 18:59:34.000000,2019-05-16 16:27:43.234032
25903,Son of wino.mp3,12522800,33206,1511106,4172478725,1,0,0,2023-03-27 20:37:25.797708,2008-03-17 18:59:22.000000,2019-05-16 16:27:43.237032
25904,The 11 o'clock news.mp3,13769999,33206,1511110,4172478725,1,0,0,2023-03-27 20:37:26.488697,2008-03-17 18:59:24.000000,2019-05-16 16:27:43.240032
25905,The hair piece.mp3,5570470,33206,1511102,4172478725,1,0,0,2023-03-27 20:37:25.172718,2008-03-17 18:59:28.000000,2019-05-16 16:27:43.234032
25906,Airline announcements.mp3,32142686,33206,1511114,4172478725,1,0,0,2023-03-27 20:37:27.209685,2007-02-24 15:17:48.000000,2019-05-16 16:27:43.242032
25907,Golf courses for the homeless.mp3,21555788,33206,1511115,4172478725,1,0,0,2023-03-27 20:37:27.501681,2007-02-24 15:17:50.000000,2019-05-16 16:27:43.242032
25908,Little things we share.mp3,14957877,33206,1511113,4172478725,1,0,0,2023-03-27 20:37:27.032688,2007-02-24 15:17:42.000000,2019-05-16 16:27:43.241032
25909,Rockets and penises in the persian gulf.mp3,14575043,33206,1511112,4172478725,1,0,0,2023-03-27 20:37:26.741693,2007-02-24 15:17:40.000000,2019-05-16 16:27:43.240032
25910,The planet is fine.mp3,26160851,33206,1511116,4172478725,1,0,0,2023-03-27 20:37:27.623678,2007-02-24 15:17:54.000000,2019-05-16 16:27:43.243032
25911,A modern man.mp3,7474677,33206,1511118,4172478725,1,0,0,2023-03-27 20:37:27.793676,2008-03-17 18:59:08.000000,2019-05-16 16:27:43.260031
25912,Autoerotic asphyxia.mp3,9416523,33206,1511125,4172478725,1,0,0,2023-03-27 20:37:28.751660,2008-03-17 18:58:52.000000,2019-05-16 16:27:43.263031
25913,Coast-to-coast emergency.mp3,13174818,33206,1511128,4172478725,1,0,0,2023-03-27 20:37:29.256652,2008-03-17 18:58:54.000000,2019-05-16 16:27:43.264031
25914,Dumb americans.mp3,21022408,33206,1511123,4172478725,1,0,0,2023-03-27 20:37:28.446665,2008-03-17 18:59:02.000000,2019-05-16 16:27:43.262031
25915,Extreme human behavior.mp3,26287030,33206,1511121,4172478725,1,0,0,2023-03-27 20:37:28.170670,2008-03-17 18:59:04.000000,2019-05-16 16:27:43.261031
25916,Pylvaq~0.mp3,7405318,33206,1511119,4172478725,1,0,0,2023-03-27 20:37:27.929673,2008-03-17 18:59:10.000000,2019-05-16 16:27:43.261031
25917,Pyramid of the hopeless.mp3,16769264,33206,1511124,4172478725,1,0,0,2023-03-27 20:37:28.636662,2008-03-17 18:59:12.000000,2019-05-16 16:27:43.263031
25918,The all-suicide tv channel.mp3,6191556,33206,1511122,4172478725,1,0,0,2023-03-27 20:37:28.296668,2008-03-17 18:59:00.000000,2019-05-16 16:27:43.262031
25919,The suicide guy.mp3,13637906,33206,1511120,4172478725,1,0,0,2023-03-27 20:37:28.050672,2008-03-17 18:59:14.000000,2019-05-16 16:27:43.261031
25920,Tvniki~6.mp3,6856112,33206,1511126,4172478725,1,0,0,2023-03-27 20:37:28.883658,2008-03-17 18:58:56.000000,2019-05-16 16:27:43.263031
25921,Yeast infection.mp3,8907445,33206,1511127,4172478725,1,0,0,2023-03-27 20:37:29.128654,2008-03-17 18:58:58.000000,2019-05-16 16:27:43.264031
25922,You're all diseased.mp3,59732802,33206,1511065,4172478725,1,0,0,2023-03-27 20:37:20.074802,2007-07-05 22:44:48.000000,2019-05-16 16:27:43.177033
25923,Don't pull the plug on me.mp3,2912288,33206,1511142,4172478725,1,0,0,2023-03-27 20:37:31.708612,2007-02-24 15:18:30.000000,2019-05-16 16:27:43.284031
25924,Euphemisms.mp3,18806425,33206,1511144,4172478725,1,0,0,2023-03-27 20:37:32.010607,2007-02-24 15:18:36.000000,2019-05-16 16:27:43.285031
25925,Feminist blowjob.mp3,14245660,33206,1511134,4172478725,1,0,0,2023-03-27 20:37:30.515631,2007-02-24 15:18:08.000000,2019-05-16 16:27:43.267031
25926,Good ideas.mp3,5006248,33206,1511135,4172478725,1,0,0,2023-03-27 20:37:30.703628,2007-02-24 15:18:10.000000,2019-05-16 16:27:43.267031
25927,I ain't afraid of cancer.mp3,3831797,33206,1511131,4172478725,1,0,0,2023-03-27 20:37:29.825643,2007-02-24 15:17:58.000000,2019-05-16 16:27:43.265031
25928,I love my dog.mp3,13598657,33206,1511140,4172478725,1,0,0,2023-03-27 20:37:31.404617,2007-02-24 15:18:24.000000,2019-05-16 16:27:43.283031
25929,Life's little moments.mp3,7672839,33206,1511139,4172478725,1,0,0,2023-03-27 20:37:31.210620,2007-02-24 15:18:20.000000,2019-05-16 16:27:43.269031
25930,Offensive language.mp3,9215105,33206,1511130,4172478725,1,0,0,2023-03-27 20:37:29.636646,2007-02-24 15:17:56.000000,2019-05-16 16:27:43.265031
25931,Organ donor programs.mp3,2516058,33206,1511141,4172478725,1,0,0,2023-03-27 20:37:31.542615,2007-02-24 15:18:26.000000,2019-05-16 16:27:43.284031
25932,Rape can be funny.mp3,7422059,33206,1511133,4172478725,1,0,0,2023-03-27 20:37:30.336634,2007-02-24 15:18:04.000000,2019-05-16 16:27:43.266031
25933,Some people are stupid.mp3,4807311,33206,1511132,4172478725,1,0,0,2023-03-27 20:37:30.178637,2007-02-24 15:18:02.000000,2019-05-16 16:27:43.266031
25934,They're only words.mp3,3501604,33206,1511143,4172478725,1,0,0,2023-03-27 20:37:31.850610,2007-02-24 15:18:32.000000,2019-05-16 16:27:43.284031
25935,Things you don't wanna hear.mp3,4464590,33206,1511138,4172478725,1,0,0,2023-03-27 20:37:31.036623,2007-02-24 15:18:18.000000,2019-05-16 16:27:43.268031
25936,Things you never hear.mp3,2575408,33206,1511137,4172478725,1,0,0,2023-03-27 20:37:30.952624,2007-02-24 15:18:14.000000,2019-05-16 16:27:43.268031
25937,Things you never see.mp3,1762895,33206,1511136,4172478725,1,0,0,2023-03-27 20:37:30.781627,2007-02-24 15:18:12.000000,2019-05-16 16:27:43.267031
25938,Bunny hop.mp3,3004416,33206,1575994,4172478725,1,0,0,2023-03-27 20:37:36.864528,2019-10-03 21:20:18.052284,2019-05-16 16:29:03.722431
25939,Hollywood.mp3,6559467,33206,1565925,4172478725,1,0,0,2023-03-27 20:37:37.085525,2007-01-09 00:12:10.000000,2019-05-16 16:28:51.485675
25940,Knee deep (deep as a mutha funka).mp3,4223198,33206,1565927,4172478725,1,0,0,2023-03-27 20:37:37.294521,2007-02-24 15:18:40.000000,2019-05-16 16:28:51.496675
25941,Atomic dog.mp3,5699528,33206,1565929,4172478725,1,0,0,2023-03-27 20:37:37.385520,2019-09-30 18:02:02.159641,2019-05-16 16:28:51.497674
25942,No rain.mp3,8409364,33206,1575997,4172478725,1,0,0,2023-03-27 20:37:37.536517,2007-09-05 16:56:48.000000,2019-05-16 16:29:03.724431
25943,Abilene.mp3,2137435,33206,1546435,4172478725,1,0,0,2023-03-27 20:37:37.783513,2019-09-29 17:45:13.373831,2019-05-16 16:28:28.467132
25944,My sweet lord.mp3,5658752,33206,1576000,4172478725,1,0,0,2023-03-27 20:37:38.285505,2011-06-23 15:37:34.000000,2019-05-16 16:29:03.726431
25945,I'd have you anytime.mp3,5789908,33206,1576002,4172478725,1,0,0,2023-03-27 20:37:38.401503,2011-06-22 22:09:30.000000,2019-05-16 16:29:03.727431
25946,Behind that locked door.mp3,7615675,33206,1576010,4172478725,1,0,0,2023-03-27 20:37:41.355455,2019-09-29 18:49:24.368021,2019-05-16 16:29:03.732431
25947,Beware of darkness.mp3,8086509,33206,1576014,4172478725,1,0,0,2023-03-27 20:37:42.742433,2019-09-29 18:49:30.613293,2019-05-16 16:29:03.734431
25948,I live for you.mp3,8705593,33206,1576013,4172478725,1,0,0,2023-03-27 20:37:42.330440,2019-09-29 18:49:34.436015,2019-05-16 16:29:03.734431
25949,I'd have you anytime.mp3,7228345,33206,1576004,4172478725,1,0,0,2023-03-27 20:37:38.555501,2019-09-29 18:49:40.439837,2019-05-16 16:29:03.728431
25950,If not for you.mp3,8552113,33206,1576009,4172478725,1,0,0,2023-03-27 20:37:41.213458,2019-09-29 18:49:44.419649,2019-05-16 16:29:03.731431
25951,Ihy8pq~9.mp3,17321729,33206,1576007,4172478725,1,0,0,2023-03-27 20:37:40.419471,2019-09-29 18:49:47.870177,2019-05-16 16:29:03.729431
25952,Let it down.mp3,9438475,33206,1576011,4172478725,1,0,0,2023-03-27 20:37:41.566452,2019-09-29 18:49:52.036875,2019-05-16 16:29:03.732431
25953,My sweet lord [2000].mp3,11897113,33206,1576015,4172478725,1,0,0,2023-03-27 20:37:42.992429,2019-09-29 18:49:53.344938,2019-05-16 16:29:03.735431
25954,My sweet lord.mp3,11355263,33206,1576005,4172478725,1,0,0,2023-03-27 20:37:38.877496,2019-09-29 18:49:54.546875,2019-05-16 16:29:03.728431
25955,Run of the mill.mp3,6886947,33206,1576012,4172478725,1,0,0,2023-03-27 20:37:41.896447,2019-09-29 18:49:55.128809,2019-05-16 16:29:03.733431
25956,Wah-wah.mp3,13569575,33206,1576006,4172478725,1,0,0,2023-03-27 20:37:39.925479,2019-09-29 18:49:55.860812,2019-05-16 16:29:03.729431
25957,What is life.mp3,10693365,33206,1576008,4172478725,1,0,0,2023-03-27 20:37:40.746465,2019-09-29 18:49:56.576089,2019-05-16 16:29:03.729431
25958,All things must pass.mp3,9091883,33206,1576021,4172478725,1,0,0,2023-03-27 20:37:44.246409,2019-09-29 18:49:57.206267,2019-05-16 16:29:03.739431
25959,Apple scruffs.mp3,7575981,33206,1576018,4172478725,1,0,0,2023-03-27 20:37:43.676418,2019-09-29 18:49:58.001740,2019-05-16 16:29:03.736431
25960,Art of dying.mp3,8953015,33206,1576023,4172478725,1,0,0,2023-03-27 20:37:44.543404,2019-09-29 18:50:09.513343,2019-05-16 16:29:03.740431
25961,Awaiting on you all.mp3,6834753,33206,1576020,4172478725,1,0,0,2023-03-27 20:37:44.027412,2019-09-29 18:50:11.969404,2019-05-16 16:29:03.738431
25962,Ballad of sir frankie crisp (let it roll).mp3,9318473,33206,1576019,4172478725,1,0,0,2023-03-27 20:37:43.869415,2019-09-29 18:50:13.445139,2019-05-16 16:29:03.738431
25963,Beware of darkness.mp3,9304855,33206,1576017,4172478725,1,0,0,2023-03-27 20:37:43.257425,2019-09-29 18:50:17.620665,2019-05-16 16:29:03.736431
25964,Hear me lord.mp3,14431927,33206,1576025,4172478725,1,0,0,2023-03-27 20:37:45.092395,2019-09-29 18:50:19.165715,2019-05-16 16:29:03.740431
25965,I dig love.mp3,12025503,33206,1576022,4172478725,1,0,0,2023-03-27 20:37:44.437406,2019-09-29 18:50:20.537264,2019-05-16 16:29:03.739431
25966,I remember jeep.mp3,19570458,33206,1576028,4172478725,1,0,0,2023-03-27 20:37:45.710385,2019-09-29 18:50:22.096951,2019-05-16 16:29:03.742431
25967,Iav0bm~p.mp3,11646571,33206,1576024,4172478725,1,0,0,2023-03-27 20:37:44.696402,2019-09-29 18:50:26.991330,2019-05-16 16:29:03.740431
25968,It's johnny's birthday.mp3,1988467,33206,1576026,4172478725,1,0,0,2023-03-27 20:37:45.334391,2019-09-29 18:50:28.660474,2019-05-16 16:29:03.741431
25969,Out of the blue.mp3,27033013,33206,1576030,4172478725,1,0,0,2023-03-27 20:37:46.151378,2019-09-29 18:50:30.229044,2019-05-16 16:29:03.743431
25970,Plug me in.mp3,7998795,33206,1576027,4172478725,1,0,0,2023-03-27 20:37:45.565387,2019-09-29 18:50:31.757806,2019-05-16 16:29:03.741431
25971,Thanks for the pepperoni.mp3,13299168,33206,1576029,4172478725,1,0,0,2023-03-27 20:37:45.876382,2019-09-29 18:50:33.385228,2019-05-16 16:29:03.742431
25972,Got my mind set on you.mp3,3709056,33206,1576032,4172478725,1,0,0,2023-03-27 20:37:46.370374,2019-10-03 21:20:18.768865,2019-05-16 16:29:03.744431
25973,Breath away from heaven.mp3,8644186,33206,1576043,4172478725,1,0,0,2023-03-27 20:37:48.336343,2019-09-29 18:50:37.795437,2019-05-16 16:29:03.751431
25974,Cloud 9.mp3,7839230,33206,1576034,4172478725,1,0,0,2023-03-27 20:37:46.569371,2019-09-29 18:50:42.920330,2019-05-16 16:29:03.746431
25975,Devil's radio.mp3,9351998,33206,1576040,4172478725,1,0,0,2023-03-27 20:37:47.759352,2019-09-29 18:50:45.395717,2019-05-16 16:29:03.750431
25976,Fish on the sand.mp3,8177504,33206,1576036,4172478725,1,0,0,2023-03-27 20:37:47.202361,2019-09-29 18:50:46.968099,2019-05-16 16:29:03.747431
25977,Got my mind set on you.mp3,9236154,33206,1576044,4172478725,1,0,0,2023-03-27 20:37:48.561339,2019-09-29 18:50:47.722775,2019-05-16 16:29:03.752431
25978,Just for today.mp3,9842680,33206,1576037,4172478725,1,0,0,2023-03-27 20:37:47.343359,2019-09-29 18:50:48.541734,2019-05-16 16:29:03.748431
25979,Someplace else.mp3,9315460,33206,1576041,4172478725,1,0,0,2023-03-27 20:37:48.001348,2019-09-29 18:50:49.424952,2019-05-16 16:29:03.750431
25980,That's what it takes.mp3,9646466,33206,1576035,4172478725,1,0,0,2023-03-27 20:37:46.786368,2019-09-29 18:50:50.337058,2019-05-16 16:29:03.746431
25981,This is love.mp3,9180802,33206,1576038,4172478725,1,0,0,2023-03-27 20:37:47.463357,2019-09-29 18:50:51.042002,2019-05-16 16:29:03.749431
25982,When we was fab.mp3,9521152,33206,1576039,4172478725,1,0,0,2023-03-27 20:37:47.625354,2019-09-29 18:50:51.833996,2019-05-16 16:29:03.749431
25983,Wreck of the hesperus.mp3,8546046,33206,1576042,4172478725,1,0,0,2023-03-27 20:37:48.183345,2019-09-29 18:50:52.730118,2019-05-16 16:29:03.751431
25984,My sweet lord.mp3,4462720,33206,1576046,4172478725,1,0,0,2023-03-27 20:37:48.751336,2011-06-23 15:37:38.000000,2019-05-16 16:29:03.753431
25985,.mp3,3098236,33206,1545426,4172478725,1,0,0,2023-03-27 20:38:02.306118,2007-07-05 22:44:53.000000,2019-05-16 16:28:27.139159
25986,The race is on.mp3,3072128,33206,1545382,4172478725,1,0,0,2023-03-27 20:37:54.623241,2019-10-03 21:20:19.985328,2019-05-16 16:28:27.105160
25987,The race is on.mp3,2067379,33206,1545367,4172478725,1,0,0,2023-03-27 20:37:53.510259,2019-09-29 17:45:15.821727,2019-05-16 16:28:27.061160
25988,She thinks i still care.mp3,2490217,33206,1545378,4172478725,1,0,0,2023-03-27 20:37:54.358246,2019-09-29 17:45:17.673925,2019-05-16 16:28:27.090160
25989,White lightning.mp3,2679952,33206,1545372,4172478725,1,0,0,2023-03-27 20:37:53.925253,2019-09-29 17:08:37.535810,2019-05-16 16:28:27.078160
25990,White lightning.mp3,3298438,33206,1545384,4172478725,1,0,0,2023-03-27 20:37:54.906237,2007-07-05 22:44:58.000000,2019-05-16 16:28:27.106159
25991,The grand tour.mp3,3784739,33206,1545386,4172478725,1,0,0,2023-03-27 20:37:55.097234,2007-07-05 22:44:56.000000,2019-05-16 16:28:27.106159
25992,White lightning.mp3,2685814,33206,1545388,4172478725,1,0,0,2023-03-27 20:37:55.284231,2007-07-05 22:45:00.000000,2019-05-16 16:28:27.107159
25993,He stopped loving her today.mp3,3151162,33206,1545390,4172478725,1,0,0,2023-03-27 20:37:55.416229,2019-09-29 18:50:53.541688,2019-05-16 16:28:27.108159
25994,The grand tour.mp3,3021058,33206,1545374,4172478725,1,0,0,2023-03-27 20:37:54.123250,2019-09-29 18:50:54.621443,2019-05-16 16:28:27.079160
25995,Walk through this world with me.mp3,2218011,33206,1545376,4172478725,1,0,0,2023-03-27 20:37:54.264247,2019-09-29 17:09:19.095627,2019-05-16 16:28:27.089160
25996,A girl i used to know.mp3,2611147,33206,1545395,4172478725,1,0,0,2023-03-27 20:37:56.347214,2019-09-29 18:50:55.612971,2019-05-16 16:28:27.110159
25997,Least of all.mp3,2507731,33206,1545399,4172478725,1,0,0,2023-03-27 20:37:56.893205,2019-09-29 18:50:56.022255,2019-05-16 16:28:27.113159
25998,My tears are overdue.mp3,2368453,33206,1545400,4172478725,1,0,0,2023-03-27 20:37:57.100202,2019-09-29 18:50:56.902191,2019-05-16 16:28:27.113159
25999,Not what i had in mind.mp3,2373457,33206,1545394,4172478725,1,0,0,2023-03-27 20:37:56.148217,2019-09-29 18:50:57.688410,2019-05-16 16:28:27.110159
26000,She thinks i still care.mp3,2508565,33206,1545396,4172478725,1,0,0,2023-03-27 20:37:56.495211,2019-09-29 18:50:58.278707,2019-05-16 16:28:27.110159
26001,The race is on.mp3,2057371,33206,1545392,4172478725,1,0,0,2023-03-27 20:37:55.638225,2019-09-29 18:50:59.102483,2019-05-16 16:28:27.108159
26002,Where does a little tear come from.mp3,2507731,33206,1545398,4172478725,1,0,0,2023-03-27 20:37:56.768207,2019-09-29 18:50:59.892118,2019-05-16 16:28:27.111159
26003,You comb her hair.mp3,2614066,33206,1545393,4172478725,1,0,0,2023-03-27 20:37:55.851222,2019-09-29 18:51:00.618653,2019-05-16 16:28:27.109159
26004,Your heart turned left (and i was on the right).mp3,2205823,33206,1545397,4172478725,1,0,0,2023-03-27 20:37:56.656209,2019-09-29 18:51:01.897137,2019-05-16 16:28:27.111159
26005,We must have been out of our minds.mp3,2585710,33206,1545403,4172478725,1,0,0,2023-03-27 20:37:57.310198,2019-09-29 18:51:02.399139,2019-05-16 16:28:27.114159
26006,(she's just) an old love turned memory.mp3,7545613,33206,1545432,4172478725,1,0,0,2023-03-27 20:38:03.415100,2019-09-29 18:51:03.192831,2019-05-16 16:28:27.159158
26007,All i have to offer you is me.mp3,8193943,33206,1545437,4172478725,1,0,0,2023-03-27 20:38:04.521082,2019-09-29 18:51:04.004293,2019-05-16 16:28:27.162158
26008,If god met you.mp3,6861743,33206,1545433,4172478725,1,0,0,2023-03-27 20:38:03.642097,2019-09-29 18:51:04.780778,2019-05-16 16:28:27.160158
26009,It's an old love thing.mp3,6438941,33206,1545429,4172478725,1,0,0,2023-03-27 20:38:02.699112,2019-09-29 18:51:05.682919,2019-05-16 16:28:27.140159
26010,Just look what we've started again.mp3,8038397,33206,1545434,4172478725,1,0,0,2023-03-27 20:38:03.778094,2019-09-29 18:51:06.242371,2019-05-16 16:28:27.160158
26011,One.mp3,9991677,33206,1545428,4172478725,1,0,0,2023-03-27 20:38:02.416116,2019-09-29 18:51:07.081697,2019-05-16 16:28:27.140159
26012,Solid as a rock.mp3,6044323,33206,1545435,4172478725,1,0,0,2023-03-27 20:38:04.002091,2019-09-29 18:51:07.782363,2019-05-16 16:28:27.161158
26013,They're playing our song.mp3,7551889,33206,1545436,4172478725,1,0,0,2023-03-27 20:38:04.301086,2019-09-29 18:51:08.456005,2019-05-16 16:28:27.161158
26014,Whatever happened to us.mp3,10258957,33206,1545430,4172478725,1,0,0,2023-03-27 20:38:02.821110,2019-09-29 18:51:09.510973,2019-05-16 16:28:27.142159
26015,Will you travel down this road with me.mp3,7613495,33206,1545431,4172478725,1,0,0,2023-03-27 20:38:03.184104,2019-09-29 18:51:10.025746,2019-05-16 16:28:27.159158
26016,A picture of me (without you).mp3,2435200,33206,1545408,4172478725,1,0,0,2023-03-27 20:37:58.291183,2011-06-23 15:40:14.000000,2019-05-16 16:28:27.116159
26017,Bartender's blues.mp3,3608704,33206,1545410,4172478725,1,0,0,2023-03-27 20:37:58.678176,2011-06-23 15:40:18.000000,2019-05-16 16:28:27.117159
26018,He stopped loving her today.mp3,3164288,33206,1545411,4172478725,1,0,0,2023-03-27 20:37:58.850173,2011-06-23 15:40:20.000000,2019-05-16 16:28:27.117159
26019,Tennessee whiskey.mp3,2771072,33206,1545412,4172478725,1,0,0,2023-03-27 20:37:59.014171,2011-06-23 15:40:20.000000,2019-05-16 16:28:27.118159
26020,The grand tour.mp3,2996352,33206,1545409,4172478725,1,0,0,2023-03-27 20:37:58.607177,2011-06-23 15:40:16.000000,2019-05-16 16:28:27.117159
26021,The one i loved back then (the corvette song).mp3,2422912,33206,1545413,4172478725,1,0,0,2023-03-27 20:37:59.287167,2011-06-23 15:40:22.000000,2019-05-16 16:28:27.118159
26022,The window up above.mp3,2826368,33206,1545407,4172478725,1,0,0,2023-03-27 20:37:57.855190,2011-06-23 15:40:14.000000,2019-05-16 16:28:27.116159
26023,White lightnin'.mp3,2510976,33206,1545405,4172478725,1,0,0,2023-03-27 20:37:57.481195,2011-06-23 15:40:10.000000,2019-05-16 16:28:27.115159
26024,Who's gonna fill their shoes.mp3,3133568,33206,1545414,4172478725,1,0,0,2023-03-27 20:37:59.407165,2011-06-23 15:40:24.000000,2019-05-16 16:28:27.119159
26025,Why baby why.mp3,2349284,33206,1545406,4172478725,1,0,0,2023-03-27 20:37:57.710192,2011-06-23 15:40:12.000000,2019-05-16 16:28:27.115159
26026,Worried man blues.mp3,7665352,33206,1545380,4172478725,1,0,0,2023-03-27 20:37:54.502244,2019-09-29 17:45:23.105202,2019-05-16 16:28:27.091160
26027,We're gonna hold on.mp3,2849671,33206,1545370,4172478725,1,0,0,2023-03-27 20:37:53.727256,2019-09-29 18:51:10.760393,2019-05-16 16:28:27.064160
26028,Ain't love a lot like that.mp3,5625040,33206,1545420,4172478725,1,0,0,2023-03-27 20:38:00.371149,2019-09-29 18:51:11.539132,2019-05-16 16:28:27.137159
26029,Choices.mp3,8249618,33206,1545416,4172478725,1,0,0,2023-03-27 20:37:59.554162,2019-09-29 18:51:12.329223,2019-05-16 16:28:27.123159
26030,Day after forever.mp3,9391754,33206,1545419,4172478725,1,0,0,2023-03-27 20:38:00.174152,2019-09-29 18:51:13.095082,2019-05-16 16:28:27.136159
26031,Our bed of roses.mp3,10112136,33206,1545421,4172478725,1,0,0,2023-03-27 20:38:00.979139,2019-09-29 18:51:13.777335,2019-05-16 16:28:27.137159
26032,Real deal.mp3,8224566,33206,1545422,4172478725,1,0,0,2023-03-27 20:38:01.384133,2019-09-29 18:51:14.556866,2019-05-16 16:28:27.138159
26033,Sinners & saints.mp3,5981052,33206,1545418,4172478725,1,0,0,2023-03-27 20:37:59.951156,2019-09-29 18:51:15.526897,2019-05-16 16:28:27.136159
26034,The cold hard truth.mp3,9932548,33206,1545417,4172478725,1,0,0,2023-03-27 20:37:59.795158,2019-09-29 18:51:15.784268,2019-05-16 16:28:27.123159
26035,This wanting you.mp3,7600302,33206,1545423,4172478725,1,0,0,2023-03-27 20:38:01.712128,2019-09-29 18:51:16.575230,2019-05-16 16:28:27.138159
26036,When the last curtain falls.mp3,8682918,33206,1545425,4172478725,1,0,0,2023-03-27 20:38:02.155121,2019-09-29 18:51:17.149940,2019-05-16 16:28:27.139159
26037,You never know just how good you've got it.mp3,8395824,33206,1545424,4172478725,1,0,0,2023-03-27 20:38:01.914124,2019-09-29 18:51:17.778559,2019-05-16 16:28:27.138159
26038,Bartender's blues.mp3,3620407,33206,1576112,4172478725,1,0,0,2023-03-27 20:38:05.195072,2019-10-03 21:20:21.041133,2019-05-16 16:29:03.795430
26039,Golden ring.mp3,2955392,33206,1576115,4172478725,1,0,0,2023-03-27 20:38:05.428068,2019-10-03 21:20:22.328454,2019-05-16 16:29:03.796430
26040,All that we've got left.mp3,2839753,33206,1576110,4172478725,1,0,0,2023-03-27 20:38:05.608065,2007-07-29 18:04:15.000000,2019-05-16 16:29:03.793430
26041,Gotta get drunk               .mp3,2619520,33206,1576118,4172478725,1,0,0,2023-03-27 20:38:05.706064,2011-06-23 15:40:10.000000,2019-05-16 16:29:03.798430
